xtime,event
13,commander
185,mc_att_ctrl
57,wq:sensors
32,ekf2
164,flight_mode_manager
19,mc_hte_ctrl
14,mc_rate_ctrl
184,mc_att_ctrl
41,commander
66,wq:sensors
30,ekf2
163,mc_att_ctrl
14,flight_mode_manager
55,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
481,wq:sensors
97,mc_att_ctrl
30,ekf2
13,commander
199,mc_att_ctrl
57,wq:sensors
71,mc_rate_ctrl
165,flight_mode_manager
19,mc_hte_ctrl
171,mc_att_ctrl
42,commander
31,ekf2
691,wq:sensors
72,mc_rate_ctrl
159,mc_att_ctrl
153,flight_mode_manager
41,commander
65,wq:sensors
31,ekf2
97,mc_att_ctrl
19,mc_hte_ctrl
14,mc_rate_ctrl
13,commander
172,mc_att_ctrl
480,wq:sensors
153,flight_mode_manager
31,ekf2
178,mc_att_ctrl
41,commander
71,mc_rate_ctrl
65,wq:sensors
19,mc_hte_ctrl
159,mc_att_ctrl
31,ekf2
13,flight_mode_manager
42,commander
478,wq:sensors
69,mc_rate_ctrl
98,mc_att_ctrl
89,navigator
26,commander
32,ekf2
19,mc_hte_ctrl
176,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
15,mc_rate_ctrl
90,mc_pos_ctrl
195,mc_att_ctrl
41,commander
708,wq:sensors
30,ekf2
178,mc_att_ctrl
71,mc_rate_ctrl
153,flight_mode_manager
31,mc_hte_ctrl
42,commander
57,wq:sensors
103,mc_att_ctrl
32,ekf2
20,commander
14,mc_rate_ctrl
172,mc_att_ctrl
629,wq:sensors
163,flight_mode_manager
20,mc_hte_ctrl
30,ekf2
184,mc_att_ctrl
41,commander
73,wq:sensors
71,mc_rate_ctrl
165,mc_att_ctrl
14,flight_mode_manager
47,commander
32,ekf2
64,wq:sensors
11,mc_hte_ctrl
103,mc_att_ctrl
14,mc_rate_ctrl
13,commander
172,mc_att_ctrl
687,wq:sensors
30,ekf2
169,flight_mode_manager
72,mc_rate_ctrl
165,mc_att_ctrl
41,commander
19,mc_hte_ctrl
65,wq:sensors
31,ekf2
104,mc_att_ctrl
13,flight_mode_manager
13,commander
14,mc_rate_ctrl
57,wq:sensors
169,mc_att_ctrl
13,mc_pos_ctrl
30,ekf2
9,mc_hte_ctrl
42,commander
158,mc_att_ctrl
1263,wq:sensors
69,mc_rate_ctrl
153,flight_mode_manager
188,mc_att_ctrl
40,commander
32,ekf2
70,wq:sensors
13,mc_pos_ctrl
14,mc_rate_ctrl
19,mc_hte_ctrl
163,mc_att_ctrl
14,flight_mode_manager
41,commander
535,wq:sensors
34,ekf2
102,mc_att_ctrl
72,mc_rate_ctrl
13,commander
90,navigator
191,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
19,mc_hte_ctrl
32,ekf2
183,mc_att_ctrl
41,commander
14,mc_rate_ctrl
65,wq:sensors
114,mc_att_ctrl
30,ekf2
13,flight_mode_manager
13,commander
10,mc_hte_ctrl
687,wq:sensors
72,mc_rate_ctrl
159,mc_att_ctrl
48,commander
31,ekf2
172,mc_att_ctrl
57,wq:sensors
154,flight_mode_manager
14,mc_rate_ctrl
20,mc_hte_ctrl
184,mc_att_ctrl
41,commander
78,wq:sensors
32,ekf2
143,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
13,commander
483,wq:sensors
172,mc_att_ctrl
30,ekf2
19,mc_hte_ctrl
49,commander
71,mc_rate_ctrl
171,mc_att_ctrl
68,wq:sensors
154,flight_mode_manager
34,ekf2
203,mc_att_ctrl
41,commander
716,wq:sensors
71,mc_rate_ctrl
19,mc_hte_ctrl
113,mc_att_ctrl
154,flight_mode_manager
19,commander
31,ekf2
58,wq:sensors
159,mc_att_ctrl
14,mc_rate_ctrl
49,commander
10,mc_hte_ctrl
158,mc_att_ctrl
58,wq:sensors
29,ekf2
14,flight_mode_manager
30,mc_rate_ctrl
178,mc_att_ctrl
41,commander
489,wq:sensors
30,ekf2
111,mc_att_ctrl
153,flight_mode_manager
19,mc_hte_ctrl
13,commander
71,mc_rate_ctrl
58,wq:sensors
159,mc_att_ctrl
44,ekf2
42,commander
193,mc_att_ctrl
57,wq:sensors
14,mc_rate_ctrl
14,flight_mode_manager
11,mc_hte_ctrl
227,wq:sensors
193,mc_att_ctrl
40,commander
27,ekf2
839,wq:sensors
69,mc_rate_ctrl
158,mc_att_ctrl
153,flight_mode_manager
90,mc_pos_ctrl
13,commander
71,wq:sensors
32,ekf2
19,mc_hte_ctrl
73,mc_att_ctrl
163,mc_att_ctrl
37,navigator
14,mc_rate_ctrl
41,commander
158,mc_att_ctrl
57,wq:sensors
13,flight_mode_manager
30,ekf2
177,mc_att_ctrl
42,commander
13,mc_rate_ctrl
11,mc_hte_ctrl
488,wq:sensors
110,mc_att_ctrl
61,ekf2
169,flight_mode_manager
12,commander
57,wq:sensors
71,mc_rate_ctrl
159,mc_att_ctrl
19,mc_hte_ctrl
49,commander
31,ekf2
158,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
15,mc_rate_ctrl
186,mc_att_ctrl
42,commander
506,wq:sensors
29,ekf2
20,mc_hte_ctrl
126,mc_att_ctrl
69,mc_rate_ctrl
154,flight_mode_manager
13,commander
58,wq:sensors
165,mc_att_ctrl
31,ekf2
49,commander
14,mc_rate_ctrl
159,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
10,mc_hte_ctrl
30,ekf2
184,mc_att_ctrl
41,commander
490,wq:sensors
71,mc_rate_ctrl
104,mc_att_ctrl
200,flight_mode_manager
26,commander
31,ekf2
19,mc_hte_ctrl
58,wq:sensors
165,mc_att_ctrl
14,mc_rate_ctrl
42,commander
158,mc_att_ctrl
57,wq:sensors
30,ekf2
13,flight_mode_manager
13,mc_pos_ctrl
14,mc_rate_ctrl
10,mc_hte_ctrl
195,mc_att_ctrl
42,commander
139,wq:sensors
705,wq:sensors
91,mc_att_ctrl
30,ekf2
69,navigator
101,mc_att_ctrl
189,flight_mode_manager
13,commander
75,mc_rate_ctrl
57,wq:sensors
167,mc_att_ctrl
19,mc_hte_ctrl
35,ekf2
42,commander
163,mc_att_ctrl
58,wq:sensors
13,mc_rate_ctrl
14,flight_mode_manager
191,mc_att_ctrl
40,commander
30,ekf2
693,wq:sensors
19,mc_hte_ctrl
70,mc_rate_ctrl
97,mc_att_ctrl
201,flight_mode_manager
13,commander
64,wq:sensors
32,ekf2
158,mc_att_ctrl
14,mc_rate_ctrl
41,commander
10,mc_hte_ctrl
172,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
30,ekf2
179,mc_att_ctrl
41,commander
14,mc_rate_ctrl
497,wq:sensors
127,mc_att_ctrl
30,ekf2
200,flight_mode_manager
19,mc_hte_ctrl
13,commander
64,wq:sensors
71,mc_rate_ctrl
159,mc_att_ctrl
49,commander
29,ekf2
158,mc_att_ctrl
617,wq:sensors
163,flight_mode_manager
13,mc_pos_ctrl
71,mc_rate_ctrl
19,mc_hte_ctrl
177,mc_att_ctrl
42,commander
66,wq:sensors
31,ekf2
97,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
13,commander
695,wq:sensors
19,mc_hte_ctrl
165,mc_att_ctrl
30,ekf2
42,commander
69,mc_rate_ctrl
172,mc_att_ctrl
57,wq:sensors
154,flight_mode_manager
31,ekf2
199,mc_att_ctrl
41,commander
10,mc_hte_ctrl
488,wq:sensors
72,mc_rate_ctrl
89,navigator
104,mc_att_ctrl
154,flight_mode_manager
20,commander
31,ekf2
58,wq:sensors
158,mc_att_ctrl
14,mc_rate_ctrl
14,9
19,mc_hte_ctrl
93,mc_pos_ctrl
42,commander
178,mc_att_ctrl
687,wq:sensors
29,ekf2
170,flight_mode_manager
71,mc_rate_ctrl
184,mc_att_ctrl
41,commander
66,wq:sensors
30,ekf2
19,mc_hte_ctrl
104,mc_att_ctrl
13,flight_mode_manager
12,commander
14,mc_rate_ctrl
479,wq:sensors
159,mc_att_ctrl
31,ekf2
41,commander
184,mc_att_ctrl
57,wq:sensors
69,mc_rate_ctrl
165,flight_mode_manager
19,mc_hte_ctrl
201,mc_att_ctrl
40,commander
30,ekf2
68,wq:sensors
14,mc_rate_ctrl
97,mc_att_ctrl
14,flight_mode_manager
20,commander
10,mc_hte_ctrl
702,wq:sensors
30,ekf2
162,mc_att_ctrl
72,mc_rate_ctrl
42,commander
171,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
31,ekf2
19,mc_hte_ctrl
190,mc_att_ctrl
42,commander
14,mc_rate_ctrl
486,wq:sensors
111,mc_att_ctrl
29,ekf2
154,flight_mode_manager
14,commander
65,wq:sensors
71,mc_rate_ctrl
165,mc_att_ctrl
19,mc_hte_ctrl
48,commander
31,ekf2
183,mc_att_ctrl
848,wq:sensors
69,mc_rate_ctrl
154,flight_mode_manager
186,mc_att_ctrl
42,commander
78,wq:sensors
30,ekf2
19,mc_hte_ctrl
97,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
13,commander
88,navigator
478,wq:sensors
163,mc_att_ctrl
29,ekf2
55,commander
71,mc_rate_ctrl
19,mc_hte_ctrl
159,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
32,ekf2
184,mc_att_ctrl
42,commander
713,wq:sensors
72,mc_rate_ctrl
111,mc_att_ctrl
154,flight_mode_manager
19,mc_hte_ctrl
20,commander
30,ekf2
62,wq:sensors
163,mc_att_ctrl
14,mc_rate_ctrl
43,commander
178,mc_att_ctrl
480,wq:sensors
30,ekf2
153,flight_mode_manager
20,mc_hte_ctrl
71,mc_rate_ctrl
179,mc_att_ctrl
41,commander
64,wq:sensors
32,ekf2
108,mc_att_ctrl
14,flight_mode_manager
13,commander
14,mc_rate_ctrl
699,wq:sensors
19,mc_hte_ctrl
162,mc_att_ctrl
28,ekf2
57,commander
167,mc_att_ctrl
58,wq:sensors
73,mc_rate_ctrl
166,flight_mode_manager
116,mc_att_ctrl
40,commander
31,ekf2
10,mc_hte_ctrl
478,wq:sensors
72,mc_rate_ctrl
177,mc_att_ctrl
154,flight_mode_manager
42,commander
72,wq:sensors
32,ekf2
159,mc_att_ctrl
14,mc_rate_ctrl
19,mc_hte_ctrl
42,commander
158,mc_att_ctrl
482,wq:sensors
153,flight_mode_manager
29,ekf2
112,mc_att_ctrl
42,commander
71,mc_rate_ctrl
60,wq:sensors
19,mc_hte_ctrl
189,mc_att_ctrl
31,ekf2
14,flight_mode_manager
57,commander
74,wq:sensors
14,mc_rate_ctrl
159,mc_att_ctrl
88,navigator
61,commander
29,ekf2
159,mc_att_ctrl
616,wq:sensors
164,flight_mode_manager
14,mc_pos_ctrl
71,mc_rate_ctrl
19,mc_hte_ctrl
90,mc_pos_ctrl
120,mc_att_ctrl
42,commander
58,wq:sensors
31,ekf2
178,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
95,commander
10,mc_hte_ctrl
66,wq:sensors
158,mc_att_ctrl
30,ekf2
73,commander
14,mc_rate_ctrl
158,mc_att_ctrl
687,wq:sensors
169,flight_mode_manager
13,mc_pos_ctrl
30,ekf2
18,mc_hte_ctrl
97,mc_att_ctrl
41,commander
72,wq:sensors
71,mc_rate_ctrl
200,mc_att_ctrl
14,flight_mode_manager
47,commander
30,ekf2
58,wq:sensors
172,mc_att_ctrl
14,mc_rate_ctrl
10,mc_hte_ctrl
55,commander
159,mc_att_ctrl
480,wq:sensors
30,ekf2
153,flight_mode_manager
72,mc_rate_ctrl
120,mc_att_ctrl
42,commander
65,wq:sensors
19,mc_hte_ctrl
32,ekf2
185,mc_att_ctrl
13,flight_mode_manager
41,commander
29,mc_rate_ctrl
80,wq:sensors
159,mc_att_ctrl
30,ekf2
51,commander
24,mc_hte_ctrl
183,mc_att_ctrl
700,wq:sensors
84,mc_rate_ctrl
159,flight_mode_manager
127,mc_att_ctrl
41,commander
33,ekf2
59,wq:sensors
15,mc_rate_ctrl
180,mc_att_ctrl
14,flight_mode_manager
20,mc_hte_ctrl
74,commander
65,wq:sensors
30,ekf2
159,mc_att_ctrl
15,mc_rate_ctrl
74,commander
178,mc_att_ctrl
172,mc_att_ctrl
483,wq:sensors
155,flight_mode_manager
57,wq:sensors
13,mc_pos_ctrl
29,ekf2
19,mc_hte_ctrl
80,navigator
112,mc_att_ctrl
42,commander
72,mc_rate_ctrl
58,wq:sensors
178,mc_att_ctrl
31,ekf2
13,flight_mode_manager
57,commander
79,wq:sensors
14,mc_rate_ctrl
10,mc_hte_ctrl
159,mc_att_ctrl
55,commander
28,ekf2
163,mc_att_ctrl
478,wq:sensors
153,flight_mode_manager
72,mc_rate_ctrl
144,mc_att_ctrl
41,commander
19,mc_hte_ctrl
64,wq:sensors
32,ekf2
211,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
37,commander
68,wq:sensors
165,mc_att_ctrl
30,ekf2
10,mc_hte_ctrl
65,commander
14,mc_rate_ctrl
172,mc_att_ctrl
684,wq:sensors
170,flight_mode_manager
30,ekf2
104,mc_att_ctrl
74,commander
65,wq:sensors
71,mc_rate_ctrl
19,mc_hte_ctrl
178,mc_att_ctrl
14,flight_mode_manager
56,commander
32,ekf2
66,wq:sensors
169,mc_att_ctrl
14,mc_rate_ctrl
44,commander
199,mc_att_ctrl
493,wq:sensors
30,ekf2
157,flight_mode_manager
19,mc_hte_ctrl
76,mc_rate_ctrl
122,mc_att_ctrl
42,commander
58,wq:sensors
32,ekf2
180,mc_att_ctrl
13,flight_mode_manager
69,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
618,wq:sensors
159,mc_att_ctrl
29,ekf2
57,commander
190,mc_att_ctrl
57,wq:sensors
69,mc_rate_ctrl
165,flight_mode_manager
100,navigator
20,mc_hte_ctrl
110,mc_att_ctrl
40,commander
31,ekf2
58,wq:sensors
14,mc_rate_ctrl
182,mc_att_ctrl
13,flight_mode_manager
105,mc_pos_ctrl
76,commander
707,wq:sensors
32,ekf2
179,mc_att_ctrl
20,mc_hte_ctrl
72,mc_rate_ctrl
41,commander
171,mc_att_ctrl
58,wq:sensors
156,flight_mode_manager
30,ekf2
110,mc_att_ctrl
41,commander
14,mc_rate_ctrl
494,wq:sensors
19,mc_hte_ctrl
192,mc_att_ctrl
28,ekf2
154,flight_mode_manager
42,commander
64,wq:sensors
71,mc_rate_ctrl
158,mc_att_ctrl
54,commander
31,ekf2
10,mc_hte_ctrl
171,mc_att_ctrl
481,wq:sensors
167,flight_mode_manager
71,mc_rate_ctrl
129,mc_att_ctrl
56,commander
64,wq:sensors
32,ekf2
207,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
19,mc_hte_ctrl
42,commander
66,wq:sensors
158,mc_att_ctrl
29,ekf2
41,commander
14,mc_rate_ctrl
182,mc_att_ctrl
794,wq:sensors
153,flight_mode_manager
19,mc_hte_ctrl
30,ekf2
96,mc_att_ctrl
73,commander
71,wq:sensors
70,mc_rate_ctrl
175,mc_att_ctrl
14,flight_mode_manager
41,commander
63,ekf2
488,wq:sensors
19,mc_hte_ctrl
159,mc_att_ctrl
69,mc_rate_ctrl
41,commander
178,mc_att_ctrl
58,wq:sensors
31,ekf2
154,flight_mode_manager
15,mc_rate_ctrl
129,mc_att_ctrl
56,commander
10,mc_hte_ctrl
90,navigator
57,wq:sensors
29,ekf2
188,mc_att_ctrl
18,flight_mode_manager
42,commander
18,mc_rate_ctrl
991,mc_rate_ctrl
163,mc_att_ctrl
444,wq:sensors
13,mc_pos_ctrl
32,ekf2
18,mc_hte_ctrl
42,commander
188,mc_att_ctrl
58,wq:sensors
75,mc_rate_ctrl
166,flight_mode_manager
114,mc_att_ctrl
40,commander
29,ekf2
678,wq:sensors
13,mc_pos_ctrl
84,mc_rate_ctrl
19,mc_hte_ctrl
186,mc_att_ctrl
153,flight_mode_manager
42,commander
65,wq:sensors
31,ekf2
170,mc_att_ctrl
14,mc_rate_ctrl
42,commander
158,mc_att_ctrl
686,wq:sensors
111,navigator
31,ekf2
68,flight_mode_manager
19,mc_hte_ctrl
129,mc_att_ctrl
56,commander
71,mc_rate_ctrl
57,wq:sensors
182,mc_att_ctrl
32,ekf2
13,flight_mode_manager
74,commander
10,mc_hte_ctrl
72,wq:sensors
14,mc_rate_ctrl
158,mc_att_ctrl
47,commander
62,ekf2
158,mc_att_ctrl
481,wq:sensors
153,flight_mode_manager
72,mc_rate_ctrl
20,mc_hte_ctrl
103,mc_att_ctrl
42,commander
65,wq:sensors
31,ekf2
192,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
42,commander
58,wq:sensors
172,mc_att_ctrl
29,ekf2
11,mc_hte_ctrl
49,commander
14,mc_rate_ctrl
159,mc_att_ctrl
687,wq:sensors
169,flight_mode_manager
30,ekf2
105,mc_att_ctrl
73,commander
75,wq:sensors
71,mc_rate_ctrl
19,mc_hte_ctrl
89,navigator
185,mc_att_ctrl
14,flight_mode_manager
47,commander
31,ekf2
501,wq:sensors
170,mc_att_ctrl
73,mc_rate_ctrl
90,mc_pos_ctrl
49,commander
19,mc_hte_ctrl
186,mc_att_ctrl
57,wq:sensors
32,ekf2
168,flight_mode_manager
13,mc_rate_ctrl
103,mc_att_ctrl
74,commander
715,wq:sensors
29,ekf2
188,mc_att_ctrl
154,flight_mode_manager
19,mc_hte_ctrl
41,commander
103,mc_rate_ctrl
67,wq:sensors
158,mc_att_ctrl
31,ekf2
42,commander
158,mc_att_ctrl
473,wq:sensors
69,mc_rate_ctrl
153,flight_mode_manager
19,mc_hte_ctrl
142,mc_att_ctrl
54,commander
32,ekf2
58,wq:sensors
19,mc_rate_ctrl
188,mc_att_ctrl
14,flight_mode_manager
41,commander
86,wq:sensors
37,ekf2
10,mc_hte_ctrl
159,mc_att_ctrl
15,mc_rate_ctrl
42,commander
185,mc_att_ctrl
608,wq:sensors
166,flight_mode_manager
30,ekf2
116,mc_att_ctrl
42,commander
103,mc_rate_ctrl
19,mc_hte_ctrl
60,wq:sensors
166,mc_att_ctrl
30,ekf2
13,flight_mode_manager
42,commander
682,wq:sensors
69,mc_rate_ctrl
158,mc_att_ctrl
19,mc_hte_ctrl
47,commander
31,ekf2
162,mc_att_ctrl
57,wq:sensors
157,flight_mode_manager
13,mc_rate_ctrl
111,mc_att_ctrl
76,commander
69,wq:sensors
29,ekf2
10,mc_hte_ctrl
178,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
89,navigator
478,wq:sensors
165,mc_att_ctrl
30,ekf2
48,commander
72,mc_rate_ctrl
163,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
30,mc_hte_ctrl
32,ekf2
97,mc_att_ctrl
41,commander
64,wq:sensors
14,mc_rate_ctrl
179,mc_att_ctrl
14,flight_mode_manager
40,commander
29,ekf2
10,mc_hte_ctrl
679,wq:sensors
159,mc_att_ctrl
71,mc_rate_ctrl
48,commander
178,mc_att_ctrl
57,wq:sensors
32,ekf2
153,flight_mode_manager
13,mc_pos_ctrl
14,mc_rate_ctrl
18,mc_hte_ctrl
96,mc_att_ctrl
42,commander
473,wq:sensors
29,ekf2
178,mc_att_ctrl
153,flight_mode_manager
42,commander
71,mc_rate_ctrl
66,wq:sensors
158,mc_att_ctrl
19,mc_hte_ctrl
30,ekf2
42,commander
159,mc_att_ctrl
57,wq:sensors
14,mc_rate_ctrl
13,flight_mode_manager
110,mc_att_ctrl
40,commander
30,ekf2
487,wq:sensors
19,mc_hte_ctrl
70,mc_rate_ctrl
195,mc_att_ctrl
153,flight_mode_manager
42,commander
74,wq:sensors
30,ekf2
159,mc_att_ctrl
15,mc_rate_ctrl
48,commander
11,mc_hte_ctrl
172,mc_att_ctrl
679,wq:sensors
133,navigator
31,ekf2
46,flight_mode_manager
102,mc_att_ctrl
41,commander
71,mc_rate_ctrl
58,wq:sensors
219,mc_att_ctrl
30,ekf2
14,flight_mode_manager
19,mc_hte_ctrl
42,commander
624,wq:sensors
69,mc_rate_ctrl
158,mc_att_ctrl
222,wq:sensors
47,commander
30,ekf2
172,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
80,navigator
14,mc_rate_ctrl
19,mc_hte_ctrl
94,mc_pos_ctrl
103,mc_att_ctrl
42,commander
64,wq:sensors
30,ekf2
192,mc_att_ctrl
14,mc_rate_ctrl
14,flight_mode_manager
41,commander
678,wq:sensors
19,mc_hte_ctrl
158,mc_att_ctrl
28,ekf2
41,commander
71,mc_rate_ctrl
158,mc_att_ctrl
58,wq:sensors
153,flight_mode_manager
32,ekf2
97,mc_att_ctrl
41,commander
10,mc_hte_ctrl
470,wq:sensors
71,mc_rate_ctrl
184,mc_att_ctrl
154,flight_mode_manager
41,commander
31,ekf2
66,wq:sensors
165,mc_att_ctrl
14,mc_rate_ctrl
19,mc_hte_ctrl
42,commander
163,mc_att_ctrl
58,wq:sensors
29,ekf2
14,flight_mode_manager
15,mc_rate_ctrl
97,mc_att_ctrl
41,commander
470,wq:sensors
35,ekf2
19,mc_hte_ctrl
179,mc_att_ctrl
153,flight_mode_manager
42,commander
71,mc_rate_ctrl
58,wq:sensors
157,mc_att_ctrl
31,ekf2
43,commander
122,mc_att_ctrl
675,wq:sensors
69,mc_rate_ctrl
170,flight_mode_manager
19,mc_hte_ctrl
158,mc_att_ctrl
40,commander
31,ekf2
57,wq:sensors
15,mc_rate_ctrl
177,mc_att_ctrl
13,flight_mode_manager
41,commander
10,mc_hte_ctrl
485,wq:sensors
30,ekf2
168,mc_att_ctrl
72,mc_rate_ctrl
42,commander
152,navigator
110,mc_att_ctrl
69,wq:sensors
153,flight_mode_manager
32,ekf2
19,mc_hte_ctrl
171,mc_att_ctrl
42,commander
13,mc_rate_ctrl
65,wq:sensors
174,mc_att_ctrl
29,ekf2
13,flight_mode_manager
41,commander
695,wq:sensors
72,mc_rate_ctrl
165,mc_att_ctrl
19,mc_hte_ctrl
40,commander
29,ekf2
111,mc_att_ctrl
61,wq:sensors
154,flight_mode_manager
14,mc_rate_ctrl
161,mc_att_ctrl
41,commander
630,wq:sensors
29,ekf2
19,mc_hte_ctrl
195,mc_att_ctrl
71,mc_rate_ctrl
154,flight_mode_manager
42,commander
66,wq:sensors
176,mc_att_ctrl
30,ekf2
55,commander
14,mc_rate_ctrl
10,mc_hte_ctrl
124,mc_att_ctrl
57,wq:sensors
13,flight_mode_manager
30,ekf2
157,mc_att_ctrl
42,commander
692,wq:sensors
71,mc_rate_ctrl
178,mc_att_ctrl
153,flight_mode_manager
19,mc_hte_ctrl
47,commander
31,ekf2
58,wq:sensors
158,mc_att_ctrl
14,mc_rate_ctrl
42,commander
116,mc_att_ctrl
472,wq:sensors
28,ekf2
153,flight_mode_manager
20,mc_hte_ctrl
72,mc_rate_ctrl
164,mc_att_ctrl
42,commander
58,wq:sensors
31,ekf2
184,mc_att_ctrl
14,flight_mode_manager
41,commander
14,mc_rate_ctrl
72,wq:sensors
11,mc_hte_ctrl
158,mc_att_ctrl
29,ekf2
41,commander
117,mc_att_ctrl
473,wq:sensors
69,mc_rate_ctrl
154,flight_mode_manager
89,navigator
178,mc_att_ctrl
40,commander
31,ekf2
19,mc_hte_ctrl
59,wq:sensors
14,mc_rate_ctrl
183,mc_att_ctrl
14,flight_mode_manager
89,mc_pos_ctrl
42,commander
701,wq:sensors
30,ekf2
97,mc_att_ctrl
72,mc_rate_ctrl
19,mc_hte_ctrl
13,commander
170,mc_att_ctrl
57,wq:sensors
153,flight_mode_manager
32,ekf2
171,mc_att_ctrl
42,commander
13,mc_rate_ctrl
470,wq:sensors
20,mc_hte_ctrl
190,mc_att_ctrl
30,ekf2
153,flight_mode_manager
42,commander
66,wq:sensors
71,mc_rate_ctrl
161,mc_att_ctrl
48,commander
31,ekf2
131,mc_att_ctrl
57,wq:sensors
14,flight_mode_manager
10,mc_hte_ctrl
15,mc_rate_ctrl
158,mc_att_ctrl
41,commander
693,wq:sensors
30,ekf2
191,mc_att_ctrl
69,mc_rate_ctrl
164,flight_mode_manager
41,commander
19,mc_hte_ctrl
83,wq:sensors
157,mc_att_ctrl
32,ekf2
48,commander
13,mc_rate_ctrl
113,mc_att_ctrl
470,wq:sensors
153,flight_mode_manager
13,mc_pos_ctrl
30,ekf2
18,mc_hte_ctrl
158,mc_att_ctrl
41,commander
73,wq:sensors
71,mc_rate_ctrl
184,mc_att_ctrl
13,flight_mode_manager
47,commander
31,ekf2
837,wq:sensors
111,mc_att_ctrl
69,mc_rate_ctrl
19,mc_hte_ctrl
13,commander
195,mc_att_ctrl
57,wq:sensors
32,ekf2
161,flight_mode_manager
15,mc_rate_ctrl
165,mc_att_ctrl
41,commander
145,navigator
500,wq:sensors
19,mc_hte_ctrl
31,ekf2
197,mc_att_ctrl
152,flight_mode_manager
48,commander
71,mc_rate_ctrl
72,wq:sensors
158,mc_att_ctrl
31,ekf2
49,commander
10,mc_hte_ctrl
116,mc_att_ctrl
89,wq:sensors
14,mc_rate_ctrl
28,flight_mode_manager
171,mc_att_ctrl
40,commander
30,ekf2
520,wq:sensors
70,mc_rate_ctrl
182,mc_att_ctrl
153,flight_mode_manager
19,mc_hte_ctrl
42,commander
73,wq:sensors
63,ekf2
168,mc_att_ctrl
15,mc_rate_ctrl
42,commander
110,mc_att_ctrl
725,wq:sensors
154,navigator
30,ekf2
32,flight_mode_manager
19,mc_hte_ctrl
184,mc_att_ctrl
42,commander
71,mc_rate_ctrl
60,wq:sensors
179,mc_att_ctrl
30,ekf2
13,flight_mode_manager
42,commander
498,wq:sensors
69,mc_rate_ctrl
19,mc_hte_ctrl
158,mc_att_ctrl
47,commander
30,ekf2
157,mc_att_ctrl
57,wq:sensors
153,flight_mode_manager
15,mc_rate_ctrl
172,mc_att_ctrl
42,commander
10,mc_hte_ctrl
64,wq:sensors
29,ekf2
191,mc_att_ctrl
14,mc_rate_ctrl
13,flight_mode_manager
42,commander
750,wq:sensors
104,mc_att_ctrl
28,ekf2
20,mc_hte_ctrl
19,commander
72,mc_rate_ctrl
172,mc_att_ctrl
57,wq:sensors
153,flight_mode_manager
31,ekf2
159,mc_att_ctrl
41,commander
469,wq:sensors
72,mc_rate_ctrl
20,mc_hte_ctrl
88,navigator
195,mc_att_ctrl
153,flight_mode_manager
40,commander
30,ekf2
68,wq:sensors
104,mc_att_ctrl
14,mc_rate_ctrl
91,mc_pos_ctrl
13,commander
158,mc_att_ctrl
57,wq:sensors
29,ekf2
13,flight_mode_manager
10,mc_hte_ctrl
15,mc_rate_ctrl
158,mc_att_ctrl
42,commander
608,wq:sensors
29,ekf2
177,mc_att_ctrl
153,flight_mode_manager
42,commander
71,mc_rate_ctrl
19,mc_hte_ctrl
66,wq:sensors
97,mc_att_ctrl
31,ekf2
13,commander
178,mc_att_ctrl
57,wq:sensors
14,mc_rate_ctrl
13,flight_mode_manager
11,mc_hte_ctrl
171,mc_att_ctrl
41,commander
30,ekf2
683,wq:sensors
70,mc_rate_ctrl
179,mc_att_ctrl
153,flight_mode_manager
42,commander
64,wq:sensors
30,ekf2
104,mc_att_ctrl
19,mc_hte_ctrl
14,mc_rate_ctrl
12,commander
171,mc_att_ctrl
473,wq:sensors
185,flight_mode_manager
31,ekf2
159,mc_att_ctrl
41,commander
71,mc_rate_ctrl
58,wq:sensors
19,mc_hte_ctrl
188,mc_att_ctrl
32,ekf2
13,flight_mode_manager
41,commander
990,mc_rate_ctrl
144,mc_att_ctrl
279,wq:sensors
75,mc_rate_ctrl
26,commander
31,ekf2
19,mc_hte_ctrl
169,mc_att_ctrl
58,wq:sensors
152,flight_mode_manager
16,mc_rate_ctrl
159,mc_att_ctrl
41,commander
728,wq:sensors
29,ekf2
179,mc_att_ctrl
71,mc_rate_ctrl
161,flight_mode_manager
19,mc_hte_ctrl
42,commander
178,mc_att_ctrl
59,wq:sensors
44,wq:sensors
150,mc_att_ctrl
30,ekf2
